source_type,identifier,audience,classification,sentence,origin_file,origin_line,note
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and district pathway sequence.,cce-curriculum/notes/canvas-build-log.md,1314,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and platform sequence.,cce-curriculum/notes/canvas-build-log.md,1325,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"Current Irving CTE confirms the broad Automotive, Collision Repair and Diesel offering at Cardwell, Irving, MacArthur, and Nimitz, while FYF names remain the student HQIM.",cce-curriculum/notes/canvas-build-log.md,1326,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and platform sequence.,cce-curriculum/notes/canvas-build-log.md,1336,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM sequence and removed duplicate evidence routes.,cce-curriculum/notes/canvas-build-log.md,1348,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM sequence without making students redo it.,cce-curriculum/notes/canvas-build-log.md,1370,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and career-evidence sequence.,cce-curriculum/notes/canvas-build-log.md,1382,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,dev,C,"It uses bounded route language, keeps current BLS and Army COOL facts labeled as cross-checks, preserves workbook/platform HQIM as the student-facing starting point, and provides enough response space for three career comparisons plus a route judgment.",cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,55,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,dev,C,"210-211 are treated as district-customized HQIM for Singley program, equipment, credential, and experience details.",cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,80,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,dev,C,"84-85 as the district-customized HQIM snapshot for Irving programs, IBCs, equipment, and experiences.",cce-curriculum/notes/coursewide-source-grounding-audit-2026-08-09.md,86,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-lesson-production-workflow.md,dev,C,"Use external sources to fill a genuine evidence gap, not to relabel an HQIM career or pathway.",cce-curriculum/notes/canvas-lesson-production-workflow.md,170,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-lesson-production-workflow.md,dev,C,HQIM content.,cce-curriculum/notes/canvas-lesson-production-workflow.md,376,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,dev,C,- L55 [teacher logic: catch-up] Use the verified model for one career and any available HQIM Hat pages for the other two.,cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,112,Dev note quoting student text; policy/dev usage. Leave.
dev-note,cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,dev,C,- L55 [teacher move narrated to students] Use the verified model for one career and any available HQIM Hat pages for the other two.,cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,113,Dev note quoting student text; policy/dev usage. Leave.
dev-note,cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,dev,C,"- L72 [implementer: embed] Use the embedded failed-test images, your Day 2 HQIM records, and the fixed career card inside the BLS guide t",cce-curriculum/notes/audits/1sw-wk1-wk2-module-language-audit.md,122,Developer/policy note; legitimate district policy term. Leave.
dev-note,CLAUDE.md,dev,C,"For teacher- and student-facing career, program, and pathway names, default to the current district-customized FYF workbook and other assigned HQIM.",CLAUDE.md,92,Developer/policy note; legitimate district policy term. Leave.
dev-note,PLANNING.md,dev,C,"source notes, and stay inside locked Canvas when it contains licensed HQIM.",PLANNING.md,330,Developer/policy note; legitimate district policy term. Leave.
pdf,docs/resources/worksheets/wk2-it-salary-comparison-model.pdf,student-pdf,B,HQIM LOCALIZED SALARY Platform: Write H&L or Xello.,docs/resources/worksheets/wk2-it-salary-comparison-model.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-it-salary-comparison-model.pdf,student-pdf,B,It may be broader than the HQIM career.,docs/resources/worksheets/wk2-it-salary-comparison-model.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-it-salary-comparison.pdf,student-pdf,B,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",docs/resources/worksheets/wk2-it-salary-comparison.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-it-salary-comparison.pdf,student-pdf,B,"Career 1 Evidence Record DAY 2 - HQIM CAREER EVIDENCE Exact career title: HQIM localized salary Platform: H&L / Xello Geography shown: Measure shown (range, median, or other): Figure: Date viewed: One task this worker does: Common prepar...",docs/resources/worksheets/wk2-it-salary-comparison.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-it-salary-comparison.pdf,student-pdf,B,"IRVING ISD CCE · PAGE 1 OF 5 Career 2 Evidence Record DAY 2 - HQIM CAREER EVIDENCE Exact career title: HQIM localized salary Platform: H&L / Xello Geography shown: Measure shown (range, median, or other): Figure: Date viewed: One task this worker does: Common prepar...",docs/resources/worksheets/wk2-it-salary-comparison.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-it-salary-comparison.pdf,student-pdf,B,Which career has the highest HQIM localized salary figure?,docs/resources/worksheets/wk2-it-salary-comparison.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/3sw-wk2-plant-career-evidence-guide.pdf,student-pdf,D,It should not silently replace or contradict the HQIM during the lesson.,docs/resources/worksheets/3sw-wk2-plant-career-evidence-guide.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
pdf,docs/resources/worksheets/wk2-bls-data-guide.pdf,student-pdf,B,Match the HQIM title to the BLS occupation HQIM CAREER TITLE CLOSEST BLS OCCUPATION FOR THIS LESSON Software Developer Software Developers App Developer (Mobile) Software Developers Game Developer Software Developers Web Developer Web Developers and Digital Designers App and game development are specializations.,docs/resources/worksheets/wk2-bls-data-guide.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-bls-data-guide.pdf,student-pdf,B,Keep the HQIM title in the HQIM section and write the broader BLS title in the BLS section.,docs/resources/worksheets/wk2-bls-data-guide.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/wk2-bls-data-guide.pdf,student-pdf,B,One BLS occupation can match more than one HQIM title.,docs/resources/worksheets/wk2-bls-data-guide.pdf,,"1SW Wk2 salary packet: HQIM = the localized salary figure from H&L OR Xello (worksheet field literally reads ""Platform: H&L / Xello""). Needs a phrasing decision."
pdf,docs/resources/worksheets/4sw-wk5-automotive-evidence-brief.pdf,student-pdf,D,Preparation-route decision First route I would investigate: [ ] Irving HQIM/current district route [ ] TCC example [ ] Registered Apprenticeship [ ] employer/OJT One advantage: One tradeoff: One missing fact: Exact verification question and authorized source or person: Use this frame if it helps: “I would investigate [route] first because [advantage].,docs/resources/worksheets/4sw-wk5-automotive-evidence-brief.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
pdf,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,student-pdf,D,Connect the HQIM route to current logistics FYF pp.,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
pdf,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,student-pdf,D,Use those HQIM program names.,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
pdf,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,student-pdf,D,EVIDENCE JOB WHAT THE HQIM OR CURRENT DISTRICT PAGE SUPPORTS Program or offering name Campus choices Grade or prerequisite Application or counselor step Schedule or transportation Credential opportunity Why a missing logistics detail should become a question instead of a guess: IRVING ISD CCE · PAGE 1 OF 2 WHAT STILL NEEDS VERIFICATION 2.,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
pdf,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,student-pdf,D,Dani should ask [authorized source or person] whether [exact question].” Compare the first three routes Dani should investigate: ROUTE ONE SUPPORTED FACT ONE ADVANTAGE Irving HQIM/current district route TCC public technical-college example Actual available Registered Apprenticeship First route Dani should investigate and why: Two source facts that support the recommendation: E...,docs/resources/worksheets/4sw-wk5-automotive-route-decision.pdf,,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
