day_key,google_doc_title,google_doc_contains,retargeted_pdfs,response_route_candidates,student_page,teacher_page,onenote_status,google_doc_id,flag
5SW-Wk1-Day4,CCE | 5SW Wk1 Day 4 | TinkerCAD Iteration + Trash to Treasure,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1136 chars body),5sw-wk1-design-test-and-revision.pdf [worksheet/3p] #14565969 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk1-design-test-and-revision.pdf/3p #14562576,14565969 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk1-day-4-build-test-revise-and-submit,teacher-5sw-wk1-day-4-facilitator-guide,pending,1wLf_aoioPnc8rHEd73KDVxNBGwLQSa8bku-FjvPJZoM,COLLAPSED
5SW-Wk1-Day5,CCE | 5SW Wk1 Day 5 | Presentations + A&C Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1410 chars body),5sw-wk1-unexpected-architecture-evidence.pdf [worksheet/2p] #14565970 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,5sw-wk1-architecture-portfolio-rubric.pdf/1p #14591672 inDoc=no student=LINKED teacher=LINKED || 5sw-wk1-unexpected-architecture-evidence.pdf/2p #14565970 inDoc=no student=NOT-LINKED teacher=LINKED,student-5sw-wk1-day-5-unexpected-architecture-and-synthesis,teacher-5sw-wk1-day-5-facilitator-guide,pending,163Z-av4hILXdvD_OgwdawxFxuSeIDFuJ-ak14sAf0J4,COLLAPSED
5SW-Wk2-Day1,CCE | 5SW Wk2 Day 1 | Civil Engineering Cluster Tour + Infrastructure Imagination Kickoff,exit-ticket-only (Career and College Explorations - Mini-Case; 1353 chars body),5sw-wk2-civil-engineer-and-systems-evidence.pdf [worksheet/2p] #14568713 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk2-civil-engineer-and-systems-evidence.pdf/2p #14562590,14568713 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk2-day-1-civil-engineering-careers-and-systems,teacher-5sw-wk2-day-1-facilitator-guide,pending,1qd8zv2bT10ShUuv32T17wUwJmr8saSvPjQ_Sv2fwUKg,COLLAPSED
5SW-Wk2-Day2,CCE | 5SW Wk2 Day 2 | PSAT - SAT - ACT - Why They Matter + Emerging Engineering Careers,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1060 chars body),5sw-wk2-assessment-and-emerging-specialty.pdf [worksheet/3p] #14568714 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk2-assessment-and-emerging-specialty.pdf/3p #14562589,14568714 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk2-day-2-assessment-impact-and-emerging-work,teacher-5sw-wk2-day-2-facilitator-guide,pending,1aqUedUnt1SZjH0wYpFV2m1v_a3DB0Z3WgU2j0tDfIAY,COLLAPSED
5SW-Wk2-Day3,CCE | 5SW Wk2 Day 3 | Bridge Challenge - Design Phase,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1092 chars body),5sw-wk2-bridge-design-options.pdf [worksheet/4p] #14591677 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk2-bridge-design-options.pdf/4p #14562591,14591677 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk2-day-3-bridge-design-two-options,teacher-5sw-wk2-day-3-facilitator-guide,pending,1Ph_2X7u2t4fc5e1mk9JWF1X47hbPIugzGVPxtVGBX8s,COLLAPSED
5SW-Wk2-Day4,CCE | 5SW Wk2 Day 4 | Bridge Challenge - Build and Test,exit-ticket-only (Career and College Explorations - Ranked Justification; 1235 chars body),5sw-wk2-bridge-test-and-redesign.pdf [worksheet/4p] #14591678 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk2-bridge-test-and-redesign.pdf/4p #14562592,14591678 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk2-day-4-fixed-data-test-and-redesign,teacher-5sw-wk2-day-4-facilitator-guide,pending,1rENpdWgNWuYtgVJR_DVNfKfTASMmFeWMiEiFI88YULU,COLLAPSED
5SW-Wk2-Day5,CCE | 5SW Wk2 Day 5 | Results + Engineering Favorites + Career Plan Update,exit-ticket-only (Career and College Explorations - Concept Map; 1356 chars body),5sw-wk2-engineering-synthesis.pdf [worksheet/3p] #14568718 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,5sw-wk2-engineering-evidence-rubric.pdf/1p #14568720 inDoc=no student=LINKED teacher=LINKED || 5sw-wk2-engineering-synthesis.pdf/3p #14568718 inDoc=no student=NOT-LINKED teacher=LINKED,student-5sw-wk2-day-5-mars-transfer-and-weekly-synthesis,teacher-5sw-wk2-day-5-facilitator-guide,pending,1dw5QfLy8xynLSuilI8rPCHfy6ScGMn5QIwbVEy_t6Sk,COLLAPSED
5SW-Wk3-Day1,CCE | 5SW Wk3 Day 1 | H&L Construction Pathway + Hat Research,exit-ticket-only (Career and College Explorations - Mini-Case; 1393 chars body),5sw-wk3-construction-career-evidence.pdf [worksheet/3p] #14570242 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk3-construction-career-evidence.pdf/3p #14562606,14570242 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk3-day-1-construction-careers-and-preparation,teacher-5sw-wk3-day-1-facilitator-guide,pending,1BGtsooFEivMknXlndFDMuJbL41gRxdo0cuHpsorYk9M,COLLAPSED
5SW-Wk3-Day2,CCE | 5SW Wk3 Day 2 | Apprenticeships + Trade Unions,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1155 chars body),5sw-wk3-routes-and-organizations.pdf [worksheet/4p] #14570243 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk3-routes-and-organizations.pdf/4p #14562607,14570243 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk3-day-2-training-routes-and-career-organizations,teacher-5sw-wk3-day-2-facilitator-guide,pending,1VDL3GfMLW1_fRNCPvPFgC3ITcX5hfpvtA6_EDyVX6iQ,COLLAPSED
5SW-Wk3-Day3,CCE | 5SW Wk3 Day 3 | Construction Career Classification,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1185 chars body),5sw-wk3-labor-classification.pdf [worksheet/4p] #14591683 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk3-labor-classification.pdf/4p #14562608,14591683 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk3-day-3-classify-four-construction-careers,teacher-5sw-wk3-day-3-facilitator-guide,pending,1n2fLVTrFK9G7yBF6SqSh3qfJoJz2NC37DDCtOShj11s,COLLAPSED
5SW-Wk3-Day4,CCE | 5SW Wk3 Day 4 | NCCER + MacArthur Pathways + H&L Power Pitch,exit-ticket-only (Career and College Explorations - Ranked Justification; 1123 chars body),5sw-wk3-fictional-evidence-report.pdf [worksheet/5p] #14591684 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk3-fictional-evidence-report.pdf/5p #14591684,14591689 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk3-day-4-fictional-visual-observation-lab,teacher-5sw-wk3-day-4-facilitator-guide,pending,16cbuoQpZej-oUMivcnBm7OBcZqniTSo29FAq2pyivag,COLLAPSED
5SW-Wk3-Day5,CCE | 5SW Wk3 Day 5 | Jigsaw Presentations + Power Pitch Practice + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1359 chars body),5sw-wk3-fictional-evidence-report.pdf [worksheet/5p] #14591684 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk3-construction-evidence-rubric.pdf/2p #14591685 inDoc=no student=LINKED teacher=LINKED || 5sw-wk3-fictional-evidence-report.pdf/5p #14591684,14591689 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk3-day-5-evidence-report-and-individual-briefing,teacher-5sw-wk3-day-5-facilitator-guide,pending,1XidpSaCGRBFLWqPaX0xbuYKBHv3losbeDNjEiVsVuaE,COLLAPSED
5SW-Wk4-Day1,"CCE | 5SW Wk4 Day 1 | H&L Skilled Trades Exploration - HVAC, Electrical, Plumbing",exit-ticket-only (Career and College Explorations - Ranked Justification; 982 chars body),5sw-wk4-skilled-trades-career-evidence.pdf [worksheet/3p] #14570309 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,"5sw-wk4-skilled-trades-career-evidence.pdf/3p #14562624,14570309 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk4-day-1-four-skilled-trades-careers,teacher-5sw-wk4-day-1-facilitator-guide,pending,1chI48AErkKSA5SjZhBXwIH2bzahskfHE5C5ttY8Ny6Q,COLLAPSED
5SW-Wk4-Day2,CCE | 5SW Wk4 Day 2 | Welding Careers + Jigsaw Research,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1067 chars body),5sw-wk4-hvac-evidence-first-field-notes.pdf [worksheet/6p] #14570310 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk4-hvac-evidence-first-field-notes.pdf/6p #14562625,14570310 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk4-day-2-hvac-evidence-first-field-notes,teacher-5sw-wk4-day-2-facilitator-guide,pending,1EHqLvviIdnp9yI7c2GmavuRQw628-SK9MAheTr0t7M0,COLLAPSED
5SW-Wk4-Day3,CCE | 5SW Wk4 Day 3 | DFW Labor Market Analysis,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1057 chars body),5sw-wk4-skilled-trades-classification.pdf [worksheet/4p] #14570311 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk4-skilled-trades-classification.pdf/4p #14562626,14570311 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk4-day-3-classify-four-skilled-trades-careers,teacher-5sw-wk4-day-3-facilitator-guide,pending,11IvEsYYXrJiFDp434_GuS1dL-ydEDZMID1GzXSY33Gg,COLLAPSED
5SW-Wk4-Day4,CCE | 5SW Wk4 Day 4 | Post-HS Apprenticeship Pathways + Matrix Completion,exit-ticket-only (Career and College Explorations - Mini-Case; 1518 chars body),5sw-wk4-current-entry-routes.pdf [worksheet/4p] #14570312 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk4-current-entry-routes.pdf/4p #14562627,14570312 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk4-day-4-current-entry-routes,teacher-5sw-wk4-day-4-facilitator-guide,pending,1GRichbZRxPQTJSBOXgphUBSMN2v_R-f86urL3g_k52M,COLLAPSED
5SW-Wk4-Day5,CCE | 5SW Wk4 Day 5 | Jigsaw Presentations + A&C Cluster Wrap-Up,exit-ticket-only (Career and College Explorations - Concept Map; 1254 chars body),5sw-wk4-fictional-water-line-response.pdf [worksheet/2p] #14591690 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 5sw-wk4-skilled-trades-classification.pdf [worksheet/4p] #14570311 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk4-fictional-water-line-response.pdf/2p #14570319,14591690 inDoc=no student=NOT-LINKED teacher=LINKED || 5sw-wk4-skilled-trades-classification.pdf/4p #14562626,14570311 inDoc=no student=NOT-LINKED teacher=LINKED || 5sw-wk4-skilled-trades-evidence-rubric.pdf/2p #14591691 inDoc=no student=LINKED teacher=LINKED",student-5sw-wk4-day-5-fictional-water-line-response,teacher-5sw-wk4-day-5-facilitator-guide,pending,1peiGNw-JDNJE-Ruar7m8QKnU7U7IEIodCH54cFh-vlY,COLLAPSED-MULTI
5SW-Wk5-Day1,CCE | 5SW Wk5 Day 1 | H&L Lifestyle Snapshot - Reflecting on Future Life,exit-ticket-only (Career and College Explorations - Short Constructed Response; 969 chars body),5sw-wk5-salary-source-and-lifestyle-target.pdf [worksheet/3p] #14662889 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk5-salary-source-and-lifestyle-target.pdf/3p #14562636,14662889 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk5-day-1-salary-source-and-lifestyle-target,teacher-5sw-wk5-day-1-facilitator-guide,pending,1GEVC3SNv2NK_alrHhNHAq6pyb0RuVYnAVvvKhxx8g2I,COLLAPSED
5SW-Wk5-Day2,CCE | 5SW Wk5 Day 2 | Building My Personal Budget,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1202 chars body),5sw-wk5-dallas-county-personal-budget.pdf [worksheet/4p] #14570334 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk5-dallas-county-personal-budget.pdf/4p #14562637,14570334 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk5-day-2-build-a-dallas-county-personal-budget,teacher-5sw-wk5-day-2-facilitator-guide,pending,1OgO4BNxNukEJ_s5TXXj_GW_5FN_I4XB9SeR5Sv9Xs0c,COLLAPSED
5SW-Wk5-Day3,CCE | 5SW Wk5 Day 3 | Cost of Living Comparison,exit-ticket-only (Career and College Explorations - Ranked Justification; 944 chars body),5sw-wk5-location-cost-comparison.pdf [worksheet/2p] #14596041 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk5-location-cost-comparison.pdf/2p #14562638,14596041 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk5-day-3-compare-the-same-offer-across-locations,teacher-5sw-wk5-day-3-facilitator-guide,pending,1MGAhYS25fyoKGAXIyeRu-YSTx-ltJ1IlzAzdPyI3tl4,COLLAPSED
5SW-Wk5-Day4,CCE | 5SW Wk5 Day 4 | NGPF - EverFi Financial Literacy + Paying for College,exit-ticket-only (Career and College Explorations - Mini-Case; 1376 chars body),5sw-wk5-paying-for-education-and-training.pdf [worksheet/3p] #14570336 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,5sw-wk5-paying-for-education-and-training.pdf/3p #14570336 inDoc=no student=NOT-LINKED teacher=LINKED,student-5sw-wk5-day-4-paying-for-education-and-training,teacher-5sw-wk5-day-4-facilitator-guide,pending,1C4C2BIoDTzCp1bq7JP8sqOaLjx6vHxAevJRlGZMf85U,COLLAPSED
5SW-Wk5-Day5,CCE | 5SW Wk5 Day 5 | Budget Comparison + 3-Career Salary Analysis + A&C Wrap-Up,exit-ticket-only (Career and College Explorations - Concept Map; 1155 chars body),5sw-wk5-three-career-budget-portfolio.pdf [worksheet/4p] #14662892 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk5-budget-portfolio-rubric.pdf/2p #14570338 inDoc=no student=LINKED teacher=LINKED || 5sw-wk5-three-career-budget-portfolio.pdf/4p #14570342,14662892 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk5-day-5-personal-budget-and-career-evidence-portfolio,teacher-5sw-wk5-day-5-facilitator-guide,pending,10EZ_0K5hhOkluyMdng0opjEKvNmgQuGCPjhPE0tRb-U,COLLAPSED
5SW-Wk6-Day1,CCE | 5SW Wk6 Day 1 | Real Estate Career Exploration - H&L + Gallery Walk,exit-ticket-only (Career and College Explorations - Mini-Case; 1295 chars body),5sw-wk6-real-estate-career-boundaries.pdf [worksheet/2p] #14572251 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk6-real-estate-career-boundaries.pdf/2p #14562675,14572251 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk6-day-1-four-real-estate-careers-and-boundaries,teacher-5sw-wk6-day-1-facilitator-guide,pending,1Z1wVhcUVookSEBlUk89-rU7jOrO4YaeMhAU8AzNG5xM,COLLAPSED
5SW-Wk6-Day2,CCE | 5SW Wk6 Day 2 | TREC Licensing + Commission Math,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1257 chars body),5sw-wk6-trec-and-variable-income.pdf [worksheet/3p] #14572260 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk6-trec-and-variable-income.pdf/3p #14562676,14572260 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk6-day-2-trec-route-and-variable-income-math,teacher-5sw-wk6-day-2-facilitator-guide,pending,1DyLTAdYbwecoDYmPSBR4NwwefxTf4OjKSNPREZ-dZJg,COLLAPSED
5SW-Wk6-Day3,CCE | 5SW Wk6 Day 3 | Entrepreneurship in Real Estate + DFW Market Analysis,exit-ticket-only (Career and College Explorations - Ranked Justification; 1119 chars body),5sw-wk6-flip-this-house-evidence-plan.pdf [worksheet/1p] #14572269 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk6-flip-this-house-evidence-plan.pdf/1p #14562677,14572269 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk6-day-3-flip-this-house-roi-and-entrepreneurship,teacher-5sw-wk6-day-3-facilitator-guide,pending,1zMDgkeucbg9NEkC1nD7W85UBBkrVr3O0AqfyNCRlje0,COLLAPSED
5SW-Wk6-Day4,CCE | 5SW Wk6 Day 4 | Market Trends Analysis + H&L Career Plan Update,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1155 chars body),5sw-wk6-real-estate-labor-evidence.pdf [worksheet/2p] #14572282 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,5sw-wk6-real-estate-labor-evidence.pdf/2p #14572282 inDoc=no student=NOT-LINKED teacher=LINKED,student-5sw-wk6-day-4-real-estate-labor-evidence,teacher-5sw-wk6-day-4-facilitator-guide,pending,1O2hDJCtJmMdVMAWhvj_8Ma4jLyvMOaY828hIGqi9u0A,COLLAPSED
5SW-Wk6-Day5,CCE | 5SW Wk6 Day 5 | Real Estate Pitch + 5th Six Weeks Reflection,exit-ticket-only (Career and College Explorations - Concept Map; 1223 chars body),5sw-wk6-six-weeks-evidence-brief.pdf [worksheet/2p] #14596047 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk6-evidence-brief-rubric.pdf/1p #14596048 inDoc=no student=LINKED teacher=LINKED || 5sw-wk6-six-weeks-evidence-brief.pdf/2p #14596047,14596052 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk6-day-5-private-evidence-brief-and-reflection,teacher-5sw-wk6-day-5-facilitator-guide,pending,1nCyWIwmHAl9SYeEMputee0VPstx3LYOgcx1pdHE6YiM,COLLAPSED
6SW-Wk1-Day1,CCE | 6SW Wk1 Day 1 | Education Cluster Tour + Community Classroom,exit-ticket-only (Career and College Explorations - Mini-Case; 1346 chars body),6sw-wk1-community-classroom-plan.pdf [worksheet/2p] #14596064 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk1-community-classroom-plan.pdf/2p #14562692,14596064 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk1-day-1-community-classroom,teacher-6sw-wk1-day-1-facilitator-guide,pending,1TV9Sj7HsZ_OSw73MHqmPiJfWuEJipFdFPvI6G9vk93E,COLLAPSED
6SW-Wk1-Day2,CCE | 6SW Wk1 Day 2 | Cert Pathways + Powerskills Leadership,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1170 chars body),6sw-wk1-texas-education-routes.pdf [worksheet/3p] #14596065 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk1-texas-education-routes.pdf/3p #14562693,14596065 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk1-day-2-texas-education-career-routes,teacher-6sw-wk1-day-2-facilitator-guide,pending,1y2ffBfWG9mMv1zQOSZYtEAlVE07ln48OaQaqnq1Yi34,COLLAPSED
6SW-Wk1-Day3,CCE | 6SW Wk1 Day 3 | Job Search Scavenger Hunt + Xello Learning Pathways,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1332 chars body),6sw-wk1-education-job-evidence.pdf [worksheet/2p] #14662900 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,6sw-wk1-education-job-evidence.pdf/2p #14662900 inDoc=no student=NOT-LINKED teacher=LINKED,student-6sw-wk1-day-3-xello-discover-learning-pathways,teacher-6sw-wk1-day-3-facilitator-guide,pending,1V57pXkBKDWimyDlim2mItsQnpcb_0xQ-rD-qZakaoCc,COLLAPSED
6SW-Wk1-Day4,CCE | 6SW Wk1 Day 4 | Teaching Toolbox + Community Service Reflection,exit-ticket-only (Career and College Explorations - Ranked Justification; 1199 chars body),6sw-wk1-teach-through-play-service.pdf [worksheet/2p] #14596066 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk1-teach-through-play-service.pdf/2p #14562694,14596066 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk1-day-4-teach-through-play-and-service,teacher-6sw-wk1-day-4-facilitator-guide,pending,1ZmIBGhpL-cFm2sOa_iFC8Knx4TesO-cfy5L9Yr5hIkQ,COLLAPSED
6SW-Wk1-Day5,CCE | 6SW Wk1 Day 5 | Irving ISD Pathways + eDynamic 7.2 + Education Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1409 chars body),6sw-wk1-education-evidence-portfolio.pdf [worksheet/3p] #14662901 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk1-education-evidence-portfolio.pdf/3p #14562695,14662901 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk1-education-portfolio-rubric.pdf/1p #14662902 inDoc=no student=LINKED teacher=LINKED",student-6sw-wk1-day-5-education-evidence-portfolio,teacher-6sw-wk1-day-5-facilitator-guide,pending,18aepfO9FqoYL-awRHJDTXyzDlTOJgN0vGfu1mgL4UL0,COLLAPSED
6SW-Wk2-Day1,CCE | 6SW Wk2 Day 1 | Arts - AV Cluster + Digital Storytelling,exit-ticket-only (Career and College Explorations - Mini-Case; 1429 chars body),6sw-wk2-podcast-production-plan.pdf [worksheet/2p] #14575253 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk2-podcast-production-plan.pdf/2p #14562710,14575253 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk2-day-1-behind-the-microphone,teacher-6sw-wk2-day-1-facilitator-guide,pending,13geM24WvlvHkcl0TjN4P4ClUTIvsbj8soDe-w463Jv0,COLLAPSED
6SW-Wk2-Day2,CCE | 6SW Wk2 Day 2 | First Resume in Xello,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1301 chars body),6sw-wk2-first-resume-draft.pdf [worksheet/3p] #14611292 -> student:NOT-LINKED; teacher:LINKED docMatch=0.08,"6sw-wk2-first-resume-draft.pdf/3p #14562711,14611292 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk2-day-2-write-a-first-resume,teacher-6sw-wk2-day-2-facilitator-guide,pending,1YkDFsdLc3uY6AW8WJPEEOQFoJ38pvxHnfduyjXNPfUw,COLLAPSED
6SW-Wk2-Day3,CCE | 6SW Wk2 Day 3 | Attention to Detail + Resume Revision,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1004 chars body),6sw-wk2-audio-cue-and-resume-revision.pdf [worksheet/1p] #14662920 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,6sw-wk2-audio-cue-and-resume-revision.pdf/1p #14662920 inDoc=no student=NOT-LINKED teacher=LINKED,student-6sw-wk2-day-3-complete-xello-resume-and-revise,teacher-6sw-wk2-day-3-facilitator-guide,pending,1fYZeXauc58G-c3FDNdhSt_aV_593EzbyNftAx4tmT-k,COLLAPSED
6SW-Wk2-Day4,CCE | 6SW Wk2 Day 4 | Game On! + Job Search Steps,exit-ticket-only (Career and College Explorations - Ranked Justification; 914 chars body),6sw-wk2-effective-job-search.pdf [worksheet/3p] #14575279 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk2-effective-job-search.pdf/3p #14562712,14575279 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk2-day-4-seven-steps-of-an-effective-job-search,teacher-6sw-wk2-day-4-facilitator-guide,pending,19LBaW7jeIqYo-RABSwCU-_k3yGdS3kRroMdTJtHcun4,COLLAPSED
6SW-Wk2-Day5,CCE | 6SW Wk2 Day 5 | Creative Entrepreneurs Branding Project,exit-ticket-only (Career and College Explorations - Concept Map; 1428 chars body),6sw-wk2-audio-cue-and-resume-revision.pdf [worksheet/1p] #14662920 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 6sw-wk2-effective-job-search.pdf [worksheet/3p] #14575279 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 6sw-wk2-first-resume-draft.pdf [worksheet/3p] #14611292 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 6sw-wk2-merch-mode-design.pdf [worksheet/2p] #14575296 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk2-audio-cue-and-resume-revision.pdf/1p #14662920 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk2-effective-job-search.pdf/3p #14562712,14575279 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk2-first-resume-draft.pdf/3p #14562711,14611292 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk2-merch-mode-design.pdf/2p #14575296 inDoc=no student=NOT-LINKED teacher=LINKED || 6sw-wk2-resume-design-rubric.pdf/2p #14662921 inDoc=no student=LINKED teacher=LINKED",student-6sw-wk2-day-5-merch-mode-and-final-resume-evidence,teacher-6sw-wk2-day-5-facilitator-guide,pending,14ljm0n3folAPDb2LEodoSZ3Twxm5dshnAfKLY8V2FDs,COLLAPSED-MULTI
6SW-Wk3-Day1,CCE | 6SW Wk3 Day 1 | Marketing Cluster + Marketing on the Move,exit-ticket-only (Career and College Explorations - Mini-Case; 1120 chars body),6sw-wk3-click-factor-campaign.pdf [worksheet/2p] #14596075 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk3-click-factor-campaign.pdf/2p #14562730,14596075 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk3-day-1-click-factor,teacher-6sw-wk3-day-1-facilitator-guide,pending,1rmIeqpPzwTRUJvJKAxeH0fqDMDP1PRM_1ESnNx3koDE,COLLAPSED
6SW-Wk3-Day2,CCE | 6SW Wk3 Day 2 | Written Communication + Economic Conditions,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1024 chars body),6sw-wk3-written-communication-and-change.pdf [worksheet/2p] #14578332 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk3-written-communication-and-change.pdf/2p #14578332,14596077 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk3-day-2-written-communication-and-changing-conditions,teacher-6sw-wk3-day-2-facilitator-guide,pending,1yq1erunMJwOVAyypSL7gQnLfEFv9qkrkS1y87YOEZZE,COLLAPSED
6SW-Wk3-Day3,CCE | 6SW Wk3 Day 3 | Think Inside the Box - Subscription Box MVP,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1077 chars body),6sw-wk3-expert-edge-plan.pdf [worksheet/2p] #14578333 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk3-expert-edge-plan.pdf/2p #14562731,14578333 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk3-day-3-expert-edge,teacher-6sw-wk3-day-3-facilitator-guide,pending,1-okNQxhIQFERj4xI7ImKgPu7euyHUKPJpb3ydVuBALA,COLLAPSED
6SW-Wk3-Day4,CCE | 6SW Wk3 Day 4 | Hat Research + Google Applied Digital Skills,exit-ticket-only (Career and College Explorations - Ranked Justification; 1082 chars body),6sw-wk3-family-fun-pass-analysis.pdf [worksheet/2p] #14578335 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"6sw-wk3-family-fun-pass-analysis.pdf/2p #14562732,14578335 inDoc=no student=NOT-LINKED teacher=LINKED",student-6sw-wk3-day-4-family-fun-pass,teacher-6sw-wk3-day-4-facilitator-guide,pending,18St15Ndab3OZFlJUhOOoyfd21E7pQW7jaBIyBgZfD5Y,COLLAPSED
